Interne-ID;Function-Head;Funktion-Hit;Head;ID-Head;ID-NZZ;ID-Token;Meta-Kopf;sentence;Oberkategorie;Unterkategorie;Status;Kommentar;externe Funktion;prozess;pFREQ;AuW;pure;agent;method;degree;proposition;KONJ;FRAME;SADV;extern;KAUS;TEMP;FREQ;BU;LOC;intern;INST;KOM;SH;iLOC
123;VVINF;ADJA;verstärken;8;NZZ_1994_11_23_a157_seg3_s6;6;Full|-2;Der IFK Göteborg vermochte sich sukzessive zu verstärken, der neuerliche Titelgewinn war somit lediglich Formsache .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
124;VVIZU;ADJA;einschränken;12;NZZ_1999_07_06_a87_seg13_s1;6;Full|zu;Die Einflussnahme des Bundes ist sukzessive auf die Gestaltung überregionaler Infrastrukturprojekte einzuschränken .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
125;VVINF;ADJA;zunehmen;27;NZZ_1997_08_20_a82_seg4_s9;26;Full|-2;"Zwar wird in der laufenden Periode der Marktbereinigungsprozess weitergehen und damit der Gesamtumsatz abnehmen ; indessen wird mit deutlich steigendem Anteil des Lagergeschäfts die Ertragskraft sukzessive zunehmen .";prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
126;VVFIN;ADJA;erhöhen;7;NZZ_1998_10_20_a235_seg13_s1;6;Full|3|Pl|Pres|Ind;Obwohl die Kantone die Studiengebühren sukzessive erhöhen, stellen sie bei der Vergabe von Stipendien immer rigorosere Anforderungen .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
127;VVPP;ADJA;sinken;18;NZZ_1998_08_04_a61_seg2_s4;17;Full|Psp;Seit März, als noch ein Wert von 8% gemessen worden war, ist der PMI sukzessive gesunken .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
128;VVFIN;ADJA;sanieren;32;NZZ_1997_08_16_a179_seg9_s5;31;Full|3|Sg|Past|Ind;Die Bahn selber entspricht zwar nach wie vor den Anforderungen, zumal sie vor Jahren mit einem grossen Bogen erweitert worden ist und man die Hindernisse in den letzten Jahren sukzessive sanierte .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
129;VVFIN;ADJA;stocken;20;NZZ_1999_04_06_a175_seg9_s16;28;Full|3|Sg|Past|Ind;Er sprach gewählt von Joint ventures, Diversifikationen, Outsourcing, Licensing, Branding, Aktienkursen und Drei-Kreis-Ring-Konzepten, stockte den Bestand an nicht gerade billigem Personal sukzessive auf - und verlor dabei das Wesentliche aus den Augen : den Fussball .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
130;VVPP;ADJA;entfalten;10;NZZ_1997_08_29_a141_seg3_s27;9;Full|3|Sg|Pres|Ind;Die Wiederkehr des Verdrängten, die sich hier sukzessive entfaltet, wird aber keinesfalls besserwisserisch oder bilderbuchartig aufgerollt, sondern bleibt ganz innerlich, kulminiert in einem lautlosen Schrei und einem gefrierenden Bild, das endgültig Ablösung, aber für das Publikum nicht unbedingt Auflösung verheisst .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
131;VVPP;ADJA;restrukturieren;9;NZZ_1996_07_04_a145_seg11_s2;8;Full|Psp;Der Betrieb sei in den letzten Jahren sukzessive restrukturiert und der gesamte Personalbestand von 880 auf 501 Personen - 443 in der Schweiz und 58 in Deutschland ( Stand Juni 96 ) - verringert worden .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
132;VVPP;ADJA;restaurieren;6;NZZ_1993_04_01_a130_seg5_s22;5;Full|Psp;Seit 1950 werden sie sukzessive restauriert .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
133;VVFIN;ADJA;verschieben;26;NZZ_1995_07_07_a44_seg4_s1;23;Full|3|Sg|Past|Ind;hd. Der wiederholte Aufbau kräftiger, weit nach Norden ausgreifender Antizyklonen über dem Atlantik, deren Position sich im Laufe des Monats sukzessive nach Osten verschob, gab dem Wetterablauf im Juni sein Gepräge, indem auf der Ostflanke der Hochdruckzonen Polarluft zum Kontinent gesteuert wurde .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
134;VVFIN;ADJA;ablösen;20;NZZ_1994_04_20_a214_seg16_s18;19;Full|3|Sg|Pres|Ind;Dies ist jedoch nur mit einem entsprechenden Übertragungsnetz möglich, dessen zugrundeliegende Technologie die vorhandene Infrastrukur einbindet und sukzessive ablöst, dabei aber auch offen bleibt für zukünftige Entwicklungen .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
135;VVFIN;ADJA;zerfallen;22;NZZ_1998_03_03_a56_seg4_s6;21;Full|3|Sg|Past|Ind;Das mächtige Zentraltief im hohen Norden hat sich am Wochenende nach Nordskandinavien verschoben, während die bisher wetterbestimmende mitteleuropäische Hochdruckbrücke sukzessive zerfiel und nach Süden abgedrängt wurde .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
136;VVINF;ADJA;erhöhen;16;NZZ_1997_08_15_a3_seg8_s1;15;Full|-2;Offensichtlich wollen Washington und die Nato den Druck auf Karadzic in einem intensiven Nervenkrieg sukzessive erhöhen, dabei aber eine gewaltsame Konfrontation nach Möglichkeit vermeiden .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
137;VVFIN;ADJA;steigen;6;NZZ_1998_09_15_a83_seg3_s4;8;Full|3|Sg|Past|Ind;Vom damaligen Tiefstwert von 43% stieg sie sukzessive auf jetzt 85%, doch hat sich der Aufwärtstrend im letzten Jahr verlangsamt .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
138;VVINF;ADJA;bringen;33;NZZ_1996_07_01_a123_seg7_s14;29;Full|-2;Ganz im Gegenteil - nach zehnminütigen Schwierigkeiten, den Tritt zu fassen, begann das Uhrin-Ensemble die Vorzüge seines Bollwerkes und des schnellen Umschalten mit Direktspielen auf Konter sukzessive zur Geltung zu bringen .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
139;VVPP;ADJA;arbeiten;31;NZZ_1997_11_20_a194_seg3_s12;25;Full|Psp;Nach den ersten fünf trügerischen Minuten, in denen die Basler die homogenere, spielerisch bessere Equipe zu sein schienen, wurde dem Platzklub sukzessive in die Hände bzw. Füsse gearbeitet .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
140;VVIZU;ADJA;buchen;24;NZZ_1998_12_04_a27_seg4_s9;23;Full|zu;Daneben soll auch die Möglichkeit bestehen, einen bestimmten Betrag im voraus auf den Chip zu laden und dann Fahrkosten bei Benutzung sukzessive abzubuchen .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
141;VVINF;ADJA;gewinnen;20;NZZ_1999_04_28_a92_seg4_s1;16;Full|-2;Nach einer markanten Wachstumsverlangsamung auf geschätzte 7% im Jahr 1999 soll die deutsche Wirtschaft jetzt sukzessive wieder an Dynamik gewinnen und im Jahr 2000 mit einer Zunahme des Bruttoinlandprodukts von 6% konjunkturell deutlich besser dastehen .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
142;VVIZU;ADJA;heranführen;15;NZZ_1995_08_05_a80_seg11_s7;11;Full|zu;Sie soll den assoziierten Staaten die Möglichkeit geben, sich sukzessive an die Union heranzuführen, und zwar erstens über die Europaverträge, zweitens über die finanziellen Hilfeleistungen und drittens über den strukturierten politischen Dialog .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
143;VVPP;ADJA;verbessern;14;NZZ_1994_12_03_a32_seg7_s9;13;Full|Psp;Ausserdem habe sich das wirtschaftliche Los der Franzosen seit dem ersten Erdölschock sukzessive verbessert .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
144;VVPP;ADJA;erhöhen;31;NZZ_1994_10_12_a44_seg6_s1;30;Full|Psp;T. K. Rom, 11. Oktober Der von der Sheraton kontrollierte Anteil am Kapital der Ciga - Compagnia Italiana Grandi Alberghi S. p. A. - ist über den Sommer sukzessive erhöht und in den letzten Tagen dann sogar verdoppelt worden .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
145;VVPP;ADJA;schwächen;7;NZZ_1996_01_26_a19_seg1_s14;6;Full|Psp;"Die Reformkräfte im Innern wurden sukzessive geschwächt, nicht etwa gestärkt ; die Zukunft lässt hier wenig Gutes erahnen .";prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
146;VVINF;ADJA;auslaufen;24;NZZ_1998_11_21_a116_seg2_s2;23;Full|-2;Zusammen mit Standard & Poor ' s gab die TSE bekannt, dass die « kleineren » Indizes der wichtigsten kanadischen Börse sukzessive auslaufen sollen, derweil mit Beginn des neuen Jahres ein neuer S& P/TSE-60-Index geschaffen wird .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
147;VVPP;ADJA;ersetzen;19;NZZ_1997_01_31_a23_seg6_s12;13;Full|Psp;"Das Geschwader der mit Atomwaffen beladenen Bomber wurde in den folgenden Jahren sukzessive durch ein Arsenal strategischer Raketen ersetzt, die anderswo stationiert wurden ; der Bedarf nach fliegenden Patrouillen über dem arktisch-dänischen Territorium wurde damit immer geringer .";prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
148;VVPP;ADJA;erweitern;6;NZZ_1998_08_12_a149_seg21_s2;5;Full|Psp;Dieser Kreis wird nun sukzessive erweitert .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
149;VVPP;ADJA;umrüsten;28;NZZ_1997_03_27_a46_seg3_s6;22;Full|Psp;Wie die Telecom PTT mitteilte, wurden nach einem erfolgreich verlaufenen Versuch in Bern seit Anfang März ein Grossteil der Publifone sukzessive für die Benützung mit Kreditkarten umgerüstet .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
150;VVINF;ADJA;nachvollziehen;14;NZZ_1997_05_17_a207_seg19_s17;13;Full|-2;"Diese unmittelbaren, ungefilterten Mitschriften aus einem Leben mit Kaspar Hauser lassen sukzessive nachvollziehen, wie Kaspar Hauser staunend Welt rezipiert, seine Identität findet und somit, hätte man ihn nicht umgebracht, vielleicht zum Prinzen seines Lebens geworden wäre : « Da ging ihm auf einmal ein Licht auf ; er sagte, ja freilich, denn er wäre ja selbst der Kaspar, und er sähe jetzt wie einfältig er gewesen sei .";prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
151;VVPP;ADJA;zurückgehen;20;NZZ_1998_09_29_a91_seg3_s4;19;Full|Psp;Die dämpfenden Wirkungen kommen durchwegs von aussen, das heisst die Exportnachfrage ist im Gefolge der Asien- Krise sukzessive zurückgegangen, während die Inlandnachfrage lebhaft blieb .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
152;VVPP;ADJA;starten;20;NZZ_1996_05_06_a132_seg3_s13;22;Full|Psp;Aarau zählte neben den Grasshoppers zu den beständigsten Teams des Frühlings und überholte - aus zweitletzter Tabellenpositionen im Februar gestartet - sukzessive besser placierte Equipen .;nd;nd;not of interest;ModADV;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
153;VVFIN;ADJA;weichen;2;NZZ_1998_10_23_a212_seg4_s28;9;Full|3|Sg|Pres|Ind;Offensichtlich weicht die anfängliche Skepsis gegenüber dem Internet sukzessive einer wachsenden Begeisterung für den « réseau des réseaux » .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
154;VVINF;ADJA;reduzieren;12;NZZ_1996_09_07_a91_seg6_s3;11;Full|-2;In der Folge werden Staaten ihre Steuersätze auf mobilen Produktionsfaktoren sukzessive reduzieren, um sie ins Land zu locken .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
155;VMFIN;ADJA;können;21;NZZ_1998_04_15_a151_seg4_s13;18;Mod|3|Pl|Pres|Ind;Alle Beteiligten hoffen auf einen Baubeginn im Herbst dieses Jahres, damit die Neubauten ab Herbst 2001 sukzessive bezogen werden können .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
156;VVPP;ADJA;verschärfen;20;NZZ_1998_06_22_a15_seg2_s7;19;Full|Psp;Ein regelrechter Krieg brach 1992 aus, nachdem sich die latenten Spannungen zwischen georgischer Mehrheit und ossetischer Minderheit sukzessive verschärft hatten .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
157;VVIZU;ADJA;zurückziehen;24;NZZ_1997_10_10_a76_seg3_s16;23;Full|zu;Die gegenüber dem Vorjahr niedrigeren Budgetzahlen setzte er in Zusammenhang mit dem Bestreben des Staates, sich aus einzelnen Bereichen der Wirtschaft sukzessive zurückzuziehen .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
158;VVINF;ADJA;erschöpfen;13;NZZ_1997_12_15_a155_seg5_s6;11;Full|-2;Aus einer schier hoffnungslosen Situation heraus vermochte er Torsten May sukzessive zu erschöpfen, indem er unermüdlich und mit den letzten Reserven fightete .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
159;VVINF;ADJA;relativieren;19;NZZ_1999_08_02_a24_seg16_s19;16;Full|-2;Das Verhältnis zur bisherigen Bündnisvormacht USA aber könnte sich im Zuge einer kecken europäischen Sicherheitsrhetorik sukzessive so weit relativieren, dass die USA, wo einschlägiges Gedankengut ja schon lange wuchert, zu einer Politik zurückfinden könnten, die in Schillers « Tell » ebenfalls seinen klassischen Niederschlag gefunden hat : « Der Starke ist am mächtigsten allein . »;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
160;VVPP;ADJA;perfektionieren;35;NZZ_1994_03_26_a118_seg7_s8;34;Full|Psp;Im Rahmen der berühmten « Zehnten Epoche » seiner Esquisse denkt der Philosoph über « künftige Fortschritte des menschlichen Geistes » nach : Auf dem Boden eines prinzipiell unbeschränkten Fortschrittes werden die Wissenschaften sukzessive perfektioniert .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
161;VVFIN;ADJA;stehen;26;NZZ_1997_11_01_a223_seg17_s2;19;Full|3|Pl|Pres|Ind;Das hat zur Folge, dass in den ersten Jahren die Erträge aus der Bewirtschaftung des Stiftungskapitals nur sukzessive wachsend für die Stiftungsaktivitäten zur Verfügung stehen .;nd;nd;not of interest;ModSekPräd;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
162;VVFIN;ADJA;entwickeln;18;NZZ_1999_08_26_a31_seg5_s3;29;Full|3|Pl|Past|Ind;Vor dem Hintergrund des Elends, das sich in den offenen Szenen verschiedener Schweizer Städte manifestierte, entwickelten die Behörden aller staatlichen Ebenen in den neunziger Jahren gemeinsam sukzessive das drogenpolitische Vier-Säulen-Modell .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
163;VVPP;ADJA;stilisieren;23;NZZ_1996_05_02_a226_seg14_s3;17;Full|Psp;Pestalozzi wird in Liedern und Oden, anlässlich von Feiern, Festen und Ritualen verewigt und sukzessive zur Identifikationsfigur des jungen Bundesstaates stilisiert .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
164;VVINF;ADJA;einspeisen;26;NZZ_1997_09_25_a78_seg4_s8;25;Full|-2;Um diese Knacknuss zu lösen, musste die Exekutive einen speziellen « Stabilisationsfonds » ins Leben rufen, in den sie die überschüssigen Haushaltgelder sukzessive einspeisen kann .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
165;VVPP;ADJA;beheben;25;NZZ_1995_07_18_a126_seg4_s2;24;Full|Psp;Zwei veraltete Anlagen sollen nur noch mit nicht fluchtgefährlichen Häftlingen belegt, zwanzig neue Aufseherstellen möglichst rasch besetzt sowie technische und bauliche Mängel sukzessive behoben werden .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
166;VMFIN;ADJA;wollen;5;NZZ_1999_03_16_a228_seg5_s1;9;Mod|3|Sg|Pres|Ind;In der kommenden Legislaturperiode will der Kanton Zürich sukzessive die ganze Verwaltung den Grundsätzen des New Public Management ( NPM ) unterstellen .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
167;VVIZU;ADJA;umsetzen;18;NZZ_1998_08_31_a121_seg2_s8;14;Full|zu;Vorgesehen ist, diesen Ende Jahr auf Grund der Umfrageergebnisse zu konkretisieren und sukzessive in die Praxis umzusetzen .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
168;VVINF;ADJA;entledigen;12;NZZ_1995_07_07_a17_seg6_s9;10;Full|-2;Ohnehin hat Ter-Petrosjan 1994 begonnen, sich seiner Gegner sukzessive zu entledigen und die demokratischen Freiheiten einzuschränken .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
169;VVPP;ADJA;verlieren;8;NZZ_1998_10_17_a229_seg7_s5;5;Full|Psp;Die Schweizer Schirmindustrie hat sukzessive an Terrain verloren .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
170;VVPP;ADJA;ansteigen;12;NZZ_1995_10_10_a47_seg4_s4;11;Full|Psp;"Das Thermometer ist bei uns vor allem in den Bergen sukzessive angestiegen und erreichte am Sonntag auf dem Säntis und auf dem Weissfluhjoch 13 Wärmegrade und damit ein Tagesmittel, das etwa 12 Grad über der langjährigen Norm liegt ; dies sind trotzdem keine Rekorde .";prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
171;VVINF;ADJA;verringern;22;NZZ_1995_09_15_a62_seg3_s3;20;Full|-2;Bundespräsident Herzog erinnerte in seiner Festansprache die Autohersteller an ihr vor Jahren abgegebenes Versprechen, den Treibstoffverbrauch ihrer Produkte sukzessive zu verringern, forderte aber auch die Automobilisten auf, für ihre Mobilitätsbedürfnisse nach Möglichkeit umweltschonendere Alternativen zu nutzen .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
172;VVFIN;ADJA;ausbreiten;21;NZZ_1998_01_23_a206_seg3_s6;16;Full|3|Sg|Pres|Ind;Omnipoint ist in den Staaten der viertgrösste Mobilphone-Betreiber, der sein Netz von New York sukzessive über die ganze Ostküste ausbreitet .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
173;VVPP;ADJA;entmachten;4;NZZ_1996_04_20_a23_seg20_s4;3;Full|Psp;Sie wurden sukzessive entmachtet, auf unwichtige Posten abgeschoben, degradiert und aus der Partei ausgeschlossen .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
174;VVINF;ADJA;verringern;28;NZZ_1997_04_23_a69_seg4_s6;27;Full|-2;Bisher hatte die Gefahr bestanden, dass die für das Marktgeschehen so bedeutsamen ausländischen Investoren im Vorfeld der nächsten Wahlen ihr Engagement an der Pariser Börse sukzessive verringern und mit ihrem Exodus eine mehrmonatige Baisse auslösen konnten .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
175;VVIZU;ADJA;ausdehnen;25;NZZ_1999_09_20_a24_seg9_s1;24;Full|zu;In der Marginalie kam die Essenz der Adenauerschen Aussenpolitik zum Ausdruck : das für die nächsten Jahre bestimmende Bestreben, die schmalen Befugnisse sukzessive auszudehnen und die alliierte Prärogative zurückzudrängen .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
176;VVPP;ADJA;aufstocken;17;NZZ_1997_04_01_a3_seg8_s3;13;Full|Psp;"In einer ersten Phase werden 2500 Mann nach Albanien entsandt, die sukzessive auf das Doppelte aufgestockt werden ; mit rund 2000 stellt Italien das grösste Kontingent vor den Franzosen, Spaniern, Portugiesen, Griechen, Österreichern, Ungarn, Rumänen und Slowenen .";prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
177;VVIZU;ADJA;einbüßen;44;NZZ_1997_10_09_a180_seg3_s6;43;Full|zu;Die Missstände im SBSV dürften nun den Präsidenten des SOV, René Burkhalter, dazu bewogen haben, die Zügel straffer anzuziehen und nicht mehr länger zuzusehen, wie der Schweizer Bobsport nicht nur an Ansehen, sondern auch an sportlicher Substanz sukzessive einzubüssen drohte .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
178;VVPP;ADJA;machen;41;NZZ_1994_02_25_a96_seg2_s12;38;Full|Psp;Ich könnte weitere Beispiele aufzählen und stelle aus zusätzlichen Beobachtungen fest, dass, schon lange bevor das Publikum und die betreffenden Regionen etwas merken, die SBB nach Liquidationsplänen arbeiten, gemäss welchen nicht bevorzugte Linien sukzessive so unattraktiv gemacht werden, dass die Kundschaft diese Verbindungen aufgibt .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
179;VVINF;ADJA;ansteigen;43;NZZ_1995_07_01_a55_seg4_s12;39;Full|-2;Bis Mittwoch schiebt das Atlantikhoch, das nun wieder seine normale Lage bei den Azoren einnimmt, einen Ausläufer zu den Alpen vor, so dass mit mindestens teilweise sonnigem Wetter gerechnet werden kann und die Tagesmaxima wieder sukzessive über 20 Grad ansteigen .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
180;VVPP;ADJA;gewinnen;19;NZZ_1998_08_12_a190_seg3_s1;16;Full|Psp;Der Begriff « Galatasaray » steht für eine starke Mannschaft, die in der Vergangenheit sukzessive an Substanz gewonnen hat .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
181;VVPP;ADJA;verbessern;22;NZZ_1994_03_11_a117_seg2_s12;21;Full|Psp;Mit einer Zwangszirkulation und einer Belüftung des Gewässers mit Sauerstoff konnten die Wasserqualität und der Sauerstoffgehalt in den vergangenen Jahren sukzessive verbessert werden .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
182;VVPP;ADJA;aufhellen;20;NZZ_1999_05_03_a101_seg3_s4;19;Full|Psp;Diese Erwartung gründet unter anderem darauf, dass sich die Geschäftsentwicklung von einem schlechten Januar bis zum März sukzessive aufgehellt hat .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
