id;global_id;kontext;cor_conceptual_head_+1_lemma;target_noun_lemma;Kommentar;Status;Adverbial;prozess;Typ;Valenz;prep_meaning_parent;prep_meaning_leaves;;;;;;;;;
864;nzz_1997_05_31_a234_seg5_s1;Noch bevor die ersten Stoppelfelder und Teegärten auftauchten , fuhr der Zug , inzwischen mit einer Spitzengeschwindigkeit von 35 Kilometern , durch das Gelände der Werkstätte der « North East Frontier Railways » . ;fahren;spitzengeschwindigkeit;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
865;nzz_1999_10_30_a144_seg3_s36;"Vollends ratlos ist der Offizier Léopold , der von Zoran Todorovich mit heldisch strahlendem Tenor gegeben wird , mit seinen zwei Frauen ; am Ende sitzt er jedoch , anders als Scribe es wollte , rehabilitiert unter den Siegern . ";geben;tenor;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
866;nzz_1996_06_17_a141_seg4_s10;Und der athletische Trommler Terry Bozzio , handwerklich eine Klasse für sich , agierte hinter seiner Riesenbatterie ( mit neun Fusspedalen ) völlig autistisch , begeisterte dann aber mit einem funkensprühenden Solo , das er dem im Publikum anwesenden Kollegen Billy Cobham widmete . ;begeistern;solo;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
867;nzz_1996_06_22_a24_seg4_s5;"Die Gesundheitsministerin Bindi glänzte mit der Erhebung einer Krankengebühr für Bezüger von Jahreseinkommen ab 7000 Franken ; die Taxe wurde inzwischen als sozial schwer verträglich und wenig einträglich wieder fallengelassen . ";glänzen;erhebung;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
868;nzz_1996_06_21_a43_seg20_s13;Dreher ( fps. , Zürich ) ist in rund zwanzig Jahren Parteimitgliedschaft bei den Freisinnigen mit dem Grundsatz « Direkte Steuern den Kantonen und Gemeinden , indirekte Steuern dem Bund » aufgewachsen . ;freisinnige;grundsatz;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
869;nzz_1996_06_15_a240_seg11_s6;Den Abschied vom Ich feiert Fian 1990 mit einer wahren Orgie von Ich-Erzählungen , in einem Prosaband , dessen Titel schon eine kurzschriftliche Warnung ist : « Helden , Ich-Erzähler » . ;feiern;orgie;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
870;nzz_1998_05_19_a126_seg3_s15;Und wenn Bradamante ( koloraturensicher : Helene Schneiderman ) , Ruggieros Verlobte , mit steigerndem Affekt die Eifersucht besingt , so versucht sie sich beim Da capo durch das Entledigen der Kleidungsstücke Luft zu machen . ;besingen;affekt;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
871;nzz_1998_05_14_a152_seg3_s7;Mittlerweile liegen in Deutschland dreissig Urteile über die Orthographiereform von niederinstanzlichen Gerichten vor , und zwar mit wechselndem Tenor . ;liegen;tenor;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
872;nzz_1993_07_16_a188_seg3_s4;"Wie das Büro des Kantonsrates mitteilt , beantragt die Mehrheit der vorberatenden Kommission dem Kantonsrat , die Volksinitiative den Stimmberechtigten mit der Empfehlung auf Ablehnung zu unterbreiten ; sie folgt damit dem Antrag des Regierungsrates . ";unterbreiten;empfehlung;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
873;nzz_1993_07_19_a20_seg6_s11;Präsident Rachmonow gelangte inzwischen an die Uno mit der Bitte , die Weltorganisation solle helfen , der « blutigen Invasion von Militanten » aus Afghanistan ein Ende zu bereiten . ;--;bitte;;not_done;;;;;modal beteiligung ;komitativ_b ein_vorgang ;;;;;;;;;
874;nzz_1993_07_19_a81_seg2_s13;Und wie Daly einmal ein Drive misslingt und er sich , zum Publikum wendend , mit der Feststellung entschuldigt , er sei auch nur ein Mensch , bezweifeln dies etliche . ;entschuldigen;feststellung;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
875;nzz_1993_07_19_a119_seg3_s3;Im ersten Satz führte Zardo mit einem Break Vorsprung 2 : 1 und 40 : 30 bei eigenem Aufschlag , als die Partie für kurze Zeit wegen Regens unterbrochen werden musste . ;na;break;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
876;nzz_1993_07_20_a11_seg4_s2;"Der Kern des Kompromisses wird mit der Formel « Don &apos; t ask , don &apos; t tell » umschrieben . ";umschreiben;formel;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
877;nzz_1993_07_17_a168_seg2_s6;Mit einer Feier im Tonhallesaal hat das traditionsreiche Institut am Freitag seinen Geburtstag begangen . ;begehen;feier;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
878;nzz_1993_06_01_a209_seg15_s6;Mit einer Richtlinie der Zürcher Regierung oder einem einfachen , klaren Gesetz zur sinngemässen Anwendung des Bundesgesetzes bei der « öffentlichen Hand » im Kanton Zürich könnten wir durchaus leben . ;leben;richtlinie;;not_done;;;;;modal beteiligung ;komitativ_b ein_vorgang ;;;;;;;;;
879;nzz_1993_06_02_a74_seg7_s7;Die Begründung lautet indessen anders : Mit der Altersgrenze soll zum Ausdruck gebracht werden , dass sich das Einbürgerungsangebot vor allem an junge Leute der zweiten Ausländergeneration richtet . ;lauten;altersgrenze;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
880;nzz_1997_04_11_a161_seg2_s13;Mit der Rodungsbewilligung und der nachfolgenden Realisierung des Vorhabens werde der mehrfach belegte Schutzzweck stark beeinträchtigt , schreibt der Aeugster Gemeinderat mit Verweis auf das Bundesinventar über Natur- und Landschaftsschutz , auf das kantonale Inventar über die Landschaftsschutzobjekte und auf die unmittelbare Nähe zum Perimeter der Verordnung zum Schutz des Türlersees . ;schreiben;verweis;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
881;nzz_1997_04_11_a205_seg8_s7;Gute Chancen für eine Realisierung haben insbesondere bewusst fürs Radio geschriebene Texte , wie Bopp mit Verweis auf die Werke von Kempker oder Stamm sagt . ;sagen;verweis;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
882;nzz_1999_12_24_a272_seg12_s7;Der Buchmarkt stellt mit langem Vorlauf für Fachleute wie für Laien eine grosse Zahl von gedenkrelevanten Büchern bereit und ermöglicht auf diese Weise eine kumulative Lektüre , die zwar nicht mit der intensiven Lektüre von einstmals gleichzusetzen ist , wohl aber für einige Zeit eine relativ homogene Leserschaft zustande bringt , in der ein öffentlicher Diskurs über das jeweilige Gedenkereignis möglich ist , was wiederum der Intensität des Gedenkens zugute kommt . ;stellen;vorlauf;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
883;nzz_1999_12_24_a275_seg3_s17;"Und mit feierlicher Geste erteilte er den Auftrag : « Donald , ich fordere Sie jetzt auf , vorzutreten und die Aufgabe als Schreiber der Saint-John &apos; s-Bibel anzunehmen . ";erteilen;geste;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
884;nzz_1999_12_29_a24_seg11_s4;Mit ähnlicher Stossrichtung deponierten amerikanische Kleinbauern im Dezember in Washington eine Sammelklage gegen den amerikanischen Biotech-Konzern Monsanto . ;deponieren;stosrichtung|stossrichtung;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
885;nzz_1999_12_21_a227_seg3_s4;Sie belegen noch einmal eindrücklich , aus welchem wie selten gefestigten und überzeugten politischen Grundverständnis heraus Hennis sein enormes Lebenspensum vorgelegt hat - aber auch , was ihm zugleich immer wichtig war : zu mahnen , sich mit spitzer Feder zu Wort zu melden , wenn etwas in der Politik in eine Richtung zu driften begann , die den Sinn des ursprünglichen Entwurfs , die gute Ordnung und die dafür vorgesehenen Regelungsmechanismen zu pervertieren drohte . ;melden;feder;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
886;nzz_1999_12_24_a95_seg9_s2;Auf sich allein gestellt sei Mannesmann nur in sieben Ländern präsent , davon in vier mit Mehrheitsbeteiligung . ;in;mehrheitsbeteiligung;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
887;nzz_1999_01_23_a22_seg4_s5;Es würde schlecht um die internationale Stabilität und die Verlässlichkeit völkerrechtlicher Vereinbarungen stehen , wenn jeder Mehrheitswechsel in einem Land als Zeichen « höherer Gewalt » eingestuft werden könnte , ironisierte Jospin mit scharfer Spitze gegen Bonn und vor allem gegen dessen Umweltminister Trittin . ;ironisieren;spitze;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
888;nzz_1999_01_22_a238_seg3_s13;So leisteten die Fragen vor allem einem Vorschub : dass man hartnäckig und ausgiebig aneinander vorbeiredete und eine Gelegenheit versäumte , im Gespräch nach den Ursachen zu forschen , weshalb - beispielsweise - schreibende Frauen erst dem Vergessen anheimfallen müssen , bevor sie , mit heroischer Geste , wiederentdeckt werden können . ;wiederentdecken;geste;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
889;nzz_1999_01_19_a122_seg3_s5;Neben dem diktierenden « lauten » hat Goethe aber auch das mit Bleistift bewaffnete « leise Lesen » gepflegt . ;bewaffnet;bleistift;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
890;nzz_1999_01_18_a111_seg3_s16;Beide Männer sprachen gebrochen Deutsch mit slawischem Akzent . ;sprechen;akzent;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
891;nzz_1999_01_23_a234_seg11_s62;Diesmal tut er es wieder mit eindeutig identifikatorischem Vorsatz . ;tun;vorsatz;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
892;nzz_1999_01_25_a19_seg5_s3;Zwar pflegte sich das Land noch vor wenigen Jahren mit Verweis auf politische Stabilität und wirtschaftliche Reformerfolge als selbsternannter Klassenprimus unter den postkommunistischen Staaten Ostmitteleuropas zu rühmen . ;rühmen;verweis;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
893;nzz_1996_01_27_a228_seg7_s19;Solche Verbote lassen sich für sie jedenfalls nicht begründen , etwa mit Verweis auf eine sogenannte anthropologische Grundstruktur des Menschen , auf das Wesen bzw. die Natur seiner Vernunft oder auf das , was eine Zeit für wissenschaftlich hält . ;begründen;verweis;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
894;nzz_1996_07_02_a200_seg11_s4;Die Schwalbe der übersetzten Fassung mit sänge und sässe und sähe sitzt mit leicht gespreiztem kleinem Finger da ! ;sitzen;finger;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
895;nzz_1996_01_29_a110_seg2_s9;Er trug eine beige Jacke und soll während der Tat Zürcherdialekt mit ausländischem Akzent gesprochen haben . ;sprechen;akzent;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
896;nzz_1993_07_22_a176_seg2_s8;Der Unbekannte ist etwa 55 Jahre alt , hat eine Stirnglatze und graumelierte Haare und sprach gebrochen Deutsch mit russischem Akzent . ;sprechen;akzent;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
897;nzz_1993_07_24_a178_seg2_s10;Der gestohlene Mercedes 300 ist blauschwarz , Jahrgang 1991 , und hat die Kontrollschilder VD 4241-V. Der gesuchte Räuber ist etwa 30 bis 40 Jahre alt , 170 Zentimeter gross und kräftig , hat einen grossen schwarzen Schnauz , sprach englisch mit südländischem Akzent und trug eine dunkle Jacke , ein helles T-Shirt und blaue Jeans . ;sprechen;akzent;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
898;nzz_1994_12_27_a84_seg9_s4;Auf Grund von Hunderten von Gesprächen mit Ladinos ( Nichtindianern ) und Ixil-Indios , unter ihnen frühere Soldaten und ehemalige Guerilleros , Kirchenvertreter , politische und religiöse Autoritäten , Mitglieder von Zivilpatrouillen sowie Händler und Handwerker , kommt Stoll im wesentlichen zum selben Schluss wie le Bot : Nicht revolutionäre Impulse , sondern eine ausweglose Situation , die die Überlebenden heute mit der Wendung « zwischen zwei Feuern ( Armeen ) » charakterisieren , veranlasste grosse Teile der Maya-Bevölkerung Anfang der achtziger Jahre zur Unterstützung der Aufständischen . ;charakterisieren;wendung;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
899;nzz_1994_12_28_a31_seg2_s5;In die gleiche Zeitspanne fällt auch eine beispiellose Entwicklung und Vernetzung der internationalen Finanzmärkte , ein Phänomen , das mit dem Schlagwort « Globalisierung » in die öffentliche Diskussion eingegangen ist . ;eingehen;schlagwort;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
900;nzz_1994_12_28_a129_seg3_s27;Ein wortgewandter Journalist des Fachorgans « Sport » suchte den Kontakt mit GC und stellte sich der Sekretärin am Telefon mit dem Zusatz vor , er wünsche als Eishockey-Papst den Klubpräsidenten Walter Frey zu sprechen . ;stellen;zusatz;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
901;nzz_1993_06_29_a79_seg4_s15;Der - im Gegensatz zum holländischen Widersacher Krajicek - weniger auf die Effizienz der Services , sondern vielmehr auf Wirksamkeit harter Returns bauende Crack aus Las Vegas gewinnt durch den stärkeren « Bounce » nicht nur Zeit für den Return , sondern kann ihn auch mit besserem Bewegungsablauf dreschen , als wenn er extrem unter den Ball gehen muss . ;dreschen;bewegungsablauf;;not_done;;;;;modal ;ereignis_oder_handlung ein_vorgang ;;;;;;;;;
902;nzz_1995_01_12_a38_seg3_s2;Die CVP des Kantons St. Gallen hat sich das Ziel gesetzt , die kommende Legislaturperiode im Nationalrat mit einer verjüngten Abordnung in Angriff zu nehmen . ;nehmen;abordnung;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
903;nzz_1995_01_11_a147_seg3_s11;Präsident Surber konterte taktisch geschickt mit der Zusicherung , dass in Härtefällen stets eine individuelle Lösung angestrebt werde , so dass kein Junior aus finanziellen Gründen auf das Trainieren verzichten müsse . ;kontern;zusicherung;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
904;nzz_1995_01_14_a52_seg3_s6;Mit einer Interpellation hatte sich der Aargauer Grossrat Beat Edelmann ( cvp . ;haben;interpellation;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
905;nzz_1995_01_16_a86_seg3_s20;Jeder Ansatz von Tragik wird von der Regie , als hielte es nicht aus , sofort mit einem Gag erschlagen : ein Schuss wie ein Knallbonbon , ein hallodrihaftes Rutschen von der Leiter usw. ;erschlagen;gag;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
906;nzz_1995_12_12_a76_seg4_s2;Baku , Anfang Dezember Das letzte grosse Joint-venture-Abkommen zur Ausbeutung der Bodenschätze am Kaspischen Meer ist Mitte November in der Hauptstadt Aserbeidschans , Baku , mit einer feierlichen Zeremonie abgeschlossen worden . ;abschließen;zeremonie;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
907;nzz_1995_12_09_a35_seg1_s11;Aber nicht nur von der AHV und der IV ist heute die Rede : Mit einer Revision der 2 . ;na;revision;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
908;nzz_1995_12_12_a5_seg23_s1;Der Zürcher Saxophonist und Komponist Matthias Rissi hat im Zürcher Kanzleizentrum Stücke für ein zwölfköpfiges Orchester als Grundlagen für freie Improvisationen mit einer Neuauflage des « Q4 Orchestra » vorgestellt . ;vorstellen;neuauflage;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
909;nzz_1995_12_12_a123_seg4_s2;Für ein zwölfköpfiges Orchester konzipierte er Stücke als Grundlagen für freie Improvisationen , die er mit einer Neuauflage des « Q4 Orchestra » im Zürcher Kanzleizentrum vorgestellt hat . ;vorstellen;neuauflage;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
910;nzz_1995_12_15_a106_seg9_s4;Mit dem Schimpfwort « elitist » zieht Newt Gingrich gegen das öffentliche Fernsehen zu Felde , in der Hoffnung , es ganz aus dem Staatsbudget zu streichen . ;ziehen;schimpfwort;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
911;nzz_1995_12_08_a115_seg6_s1;Bereits seit längerer Zeit hatte Gewissheit unter den Marktteilnehmern bestanden , dass die Elektrowatt im Rahmen ihrer neuen Ausrichtung sowohl das eine Standbein ( elektrische Energie ) als auch das andere ( Sicherheits- und Gebäudeleittechnik ) mit einer Akquisition zu stärken sucht . ;stärken;akquisition;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
912;nzz_1995_12_13_a130_seg7_s1;Mit der Revision des Volksschulgesetzes soll ein seit 1977 andauernder , teilweise äusserst erbittert geführter Schulstreit nun definitiv beendet werden . ;sollen;revision;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
913;nzz_1996_06_28_a34_seg3_s15;Im Anschluss an einen Empfang durch die Behörden von Ste-Croix und Bullet begab sie sich nach Yverdon , um den ersten Ausflugstag mit einem gemütlichen Abend ausklingen zu lassen . ;ausklingen;abend;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
914;nzz_1996_06_22_a232_seg10_s14;In Deutschland wie in der Schweiz lockt der private Bestatter mit einem modernen Dienstleistungsunternehmen , beteuert Seriosität und allumfassendes Wissen , obwohl es hüben wie drüben mit einer geregelten Ausbildung mehr als hapert . ;--;dienstleistungsunternehmen;;not_done;;;;;regiert modal ;regiert ein_vorgang ;;;;;;;;;
915;nzz_1996_07_17_a127_seg7_s12;Fazit : Der Patient , ob allgemein oder mit Zusatz versichert , muss sich dort behandeln lassen , wo es die zuständigen kantonalen Gesundheitsplaner wollen . ;allgemein;zusatz;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
916;nzz_1996_07_16_a154_seg7_s1;Auf Wunsch mit Kompressor ;wunsch;kompressor;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
917;nzz_1996_07_20_a188_seg3_s9;"Ein Tablett mit blitzendem Teegeschirr ist ins Bild geschoben ; eine Freundin giesst mit zeremonieller Geste Tee aus der Schnabelkanne ein . ";gießen;geste;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
918;nzz_1996_07_18_a52_seg1_s1;Anschlag mit Handgranate auf ein Auto in Hamburg ;anschlag;handgranate;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
919;nzz_1996_07_18_a170_seg2_s18;Abfahrt in Willisau mit Postauto um 9.45 Uhr , Rückkehr in Willisau um 17.14 Uhr . ;abfahrt;postauto;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
920;nzz_1996_07_23_a90_seg3_s4;Selten hört man « Ingemisco » mit so leichtem Ansatz vorgetragen wie von Hong Shen Li . ;vortragen;ansatz;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
921;nzz_1996_07_18_a175_seg107_s14;Techwood wird 1997 wieder bewohnbar werden , dann allerdings mit neuem Konzept . ;werden;konzept;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
922;nzz_1993_12_14_a8_seg12_s2;Ein Faktor , der für Israel wie für die PLO bedeutend war , kam hinzu : Die Arbeitspartei unter Rabin gewann die Wahlen im Juni 1992 mit der Kampagne für eine aktivere Friedenspolitik , als sie der Likud durchzuführen bereit war . ;gewinnen;kampagne;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
923;nzz_1993_12_20_a23_seg2_s3;Die Bevölkerung lernt mittlerweile , mit dem neuen Wirtschaftssystem zu leben , sehnt sich aber in Teilen gelegentlich nach alten Idealen zurück . ;leben;wirtschaftssystem;;not_done;;;;;modal beteiligung ;beteiligung_im_engeren_sinne ein_vorgang ;;;;;;;;;
924;nzz_1993_12_21_a3_seg10_s5;Im vergangenen Wahljahr empfahl er sich der Wählerschaft in Luanda als der militärische Triumphator des vorausgegangenen Krieges und mit der apodiktischen Voraussage , dass er die Wahlen einzig durch Betrug verlieren könne . ;in;voraussage;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
925;nzz_1993_12_20_a23_seg8_s11;Man hat gelernt , mit dem neuen Wirtschaftssystem zu leben , und die Stimmung ist weder resigniert noch euphorisch , sondern speist sich aus einer gewissen Zufriedenheit . ;leben;wirtschaftssystem;;not_done;;;;;modal beteiligung ;beteiligung_im_engeren_sinne ein_vorgang ;;;;;;;;;
926;nzz_1993_12_17_a78_seg4_s4;Kathrin Prelicz ( gp. ) verfolgt mit einer Motion dasselbe Ziel . ;verfolgen;motion;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
927;nzz_1994_06_23_a137_seg10_s3;Auch wenn der Angeklagte keinen Plan gefasst habe , sei er jedenfalls im Moment des Würgens mit Vorsatz tätig gewesen . ;sein;vorsatz;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
928;nzz_1994_06_21_a143_seg4_s9;Er hat mittellange , dunkle Haare , trug eine Brille mit getönten Gläsern und sprach Hochdeutsch mit ausländischem Akzent . ;sprechen;akzent;;not_done;;;;;modal vorhandensein ;synthetisch ein_vorgang ;;;;;;;;;
929;nzz_1994_06_18_a129_seg5_s13;Unter ihnen erscheint - mit Photo - auch ein gewisser Marceli Reich , geboren am 2. Juni 1920 . ;erscheinen;photo;;not_done;;;;;modal vorhandensein ;vorhandensein_im_engeren_sinne ein_vorgang ;;;;;;;;;
930;nzz_1994_06_20_a91_seg2_s6;Die deutsch mit vermutlich jugoslawischem Akzent sprechenden Täter sind etwa 20 Jahre alt , zwischen 160 und 170 cm gross und schlank . ;sprechend;akzent;;not_done;;;;;modal vorhandensein ;synthetisch ein_vorgang ;;;;;;;;;
931;nzz_1993_01_30_a167_seg2_s6;Im Jahresbericht betont die Gesellschaft besonders auch den um 5,4 Mio. Fr. auf 23,9 Mio. Fr. gestiegenen Wertschriftenertrag ( +29,3% ) , der neben der generell freundlichen Börsenverfassung im letzten Jahr auch mit der aktiven Rolle der OZ als Marktmacherin erklärt wurde . ;erklären;rolle;;not_done;;;;;regiert modal ;regiert ein_vorgang ;;;;;;;;;
932;nzz_1993_01_30_a63_seg4_s7;Die Kasse nahm ihn darauf wieder auf - allerdings mit einem Vorbehalt für Suchtleiden . ;nehmen;vorbehalt;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
933;nzz_1995_04_26_a195_seg14_s19;Um das Zentralgestirn rotiert der Sternenhimmel auf der Ekliptik mit einer Umdrehung pro Jahr , während sich die Erde einmal in 24 Stunden im Gegenuhrzeigersinn dreht . ;--;umdrehung;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
934;nzz_1995_04_22_a196_seg5_s7;Sie ist nicht zuletzt begründet worden mit einer Phrase des Textes , der zufolge « ein gemeiner , gleicher und ziemlicher Bund » gestiftet werden sollte . ;begründen;phrase;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
935;nzz_1995_04_24_a49_seg4_s7;Drei Reisezüge Richtung Süden mussten mit einer Diesellokomotive durch den Bahnhof geschleppt werden , so dass es zu Verspätungen von bis zu anderthalb Stunden kam . ;schleppen;diesellokomotive;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
936;nzz_1995_04_22_a123_seg13_s1;Geboren wurde Heidi Karlen mit einer Erbkrankheit - der zystischen Fibrose . ;gebären;erbkrankheit;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
937;nzz_1995_04_26_a159_seg15_s9;Das Postulat « mehr Markt » darf das Kind - zwar schon 100jährig - nicht mit dem Bade ausschütten . ;ausschütten;bad;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
938;nzz_1995_04_19_a147_seg5_s11;Das Gericht sah sich besonders mit dem Umstand konfrontiert , dass keine Anfechtungsklage ( Art . ;konfrontieren;umstand;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
939;nzz_1995_04_19_a103_seg3_s9;Um solche , locker nach literarischem Muster gestrickte Erfahrung reicher , beglückt Poetter , der dem « Bild einer Generation » auf der Spur zu sein meint , nun Baden-Baden mit einer angeblich neuen Heilquelle : den nicht eben sonderlich belebenden Arbeiten von zehn Berliner Künstlerinnen und Künstlern . ;baden-baden;heilquelle;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
940;nzz_1995_04_20_a116_seg7_s11;"Zu diesem bisher letzten Anlass - weitere stehen aus - marschierte eine beeindruckende Zahl serbischer Nationalisten auf , die ihre Meinung bei jeder sich bietenden Gelegenheit laut kundtaten ; auch Vladimir Dimitrievic , Leiter des Verlags L &apos; Age d &apos; homme und Verleger von Simovic sowie von mehreren Autoren eindeutig serbisch-nationalistischer Färbung , mischte sich mit einer erregten Wortmeldung ein , um gegen die seiner Überzeugung nach tendenziöse « Politisierung » des Theaterstücks zu protestieren . ";mischen;wortmeldung;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
941;nzz_1995_04_21_a27_seg4_s4;Anders als drei andere Gruppen des Regiments , die von dessen Kommandanten , Oberst Charles M. Adams , mit dem ausdrücklichen Befehl am Vortag losgeschickt worden waren , Verbindung zu den Russen aufzunehmen , lag ein solches Ziel nicht in der Absicht von Robertsons Patrouille , die über keinerlei Funkgerät verfügte . ;losschicken;befehl;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
942;nzz_1997_12_18_a169_seg1_s1;Geschäftsinhaber mit Schrotflinte bedroht ;bedrohen;schrotflinte;;not_done;;;;;regiert modal ;regiert ein_vorgang ;;;;;;;;;
943;nzz_1997_12_17_a24_seg8_s9;Auf der anderen Seite kehrt er immer wieder mit eisernem Besen , wenn es ihm zu liberal zugeht , beispielsweise im Pressewesen , wo die Regierung im Verlauf dieses Jahres verschiedene unabhängige Organe verbot . ;zugehen;besen;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
944;nzz_1997_12_16_a187_seg3_s9;Weisses Hemd , Gilet , schwarze Hose und Lackschuhe , die einen mit Krawatte , die andern mit Fliege - Billardspieler geben sich eben gentlemanlike . ;geben;fliege;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
945;nzz_1997_12_18_a200_seg3_s10;Das macht den mit hervorragenden Aufnahmen des Autors illustrierten Band zu einer unterhaltsamen , mit leichter Feder geschriebenen Lektüre nicht nur für Fachleute , sondern für jedermann , der an Schiffen und der Schiffahrt interessiert ist . ;geschrieben;feder;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
946;nzz_1997_12_16_a26_seg6_s3;Pressekommentatoren hielten dazu mit spitzer Feder fest , mit jedem neuen Interview wandle sich Czarnecki mehr zum Enthusiasten der Eingliederung . ;halten;feder;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
947;nzz_1997_12_15_a100_seg3_s12;Den Rahmen des Programms setzte der Zürcher Konzertchor mit drei Coronation Anthems , die er lebendig , mit gepflegter Aussprache und mit schönen dynamischen Abstufungen sang . ;singen;aussprache;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
948;nzz_1997_12_16_a160_seg3_s7;Er ist schlank und sprach Zürcher Dialekt mit Akzent . ;sprechen;akzent;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
949;nzz_1999_08_14_a121_seg9_s1;Betrachtet man den Querschnitt aller Länder , so sind es vor allem zwei Faktoren , die in allen Märkten klar und mit einheitlichem Vorzeichen auftreten . ;klar;vorzeichen;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
950;nzz_1999_08_14_a121_seg9_s5;Der zweite Faktor , welcher über alle Märkte hinweg mit einheitlichem Vorzeichen von Bedeutung ist , ist die Volatilität des Weltaktienmarktes . ;sein;vorzeichen;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
951;nzz_1996_10_01_a180_seg4_s18;Diese Niederlage ist nicht nur ein spezifisch gegen Bern gerichteter Warnschuss : Nach wie vor präsentieren sich fast alle Schweizer Spitzenteams auf mindestens einer Position mit einer Schwachstelle . ;position;schwachstelle;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
952;nzz_1996_11_28_a51_seg7_s4;Die bestehenden Verpflichtungen müssen nun von der Allgemeinheit über Steuergelder finanziert und in Jahrestranchen abgetragen werden , deren Höhe der Kantonsrat mit dem Voranschlag bestimmt . ;bestimmen;voranschlag;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
